ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
2381,75000,1988,8.9,"['was-full', 'now-full']",100,88,93,84,2,"['fam-friend', 'religious']",['headache'],postgrad,white,male,1.4,3.9,jewish,10,113
2382,17000,1998,5.3,['was-full'],84,98,49,49,0,['fedgov'],"['fatigue', 'nausea-vomit']",highschool,hispanic-latino,female,0,5.3,something-else,10,750
2383,110000,1986,5.5,['was-jobless'],29,29,58,79,0,['fam-friend'],['none'],some-college,white,female,0,6.9,nothing-in-particular,4.1,773
2384,35000,1999,10,['was-full'],100,98,95,21,12,"['fam-friend', 'employer']","['muscle-ache', 'fatigue', 'sore-throat', 'headache']",college,hispanic-latino,male,0,0,atheist,0.8,451
2385,26000,1952,7.4,"['was-full', 'now-jobless']",100,78,76,84,0,"['fam-friend', 'religious', 'state-gov', 'local-community', 'private-org']",['none'],some-college,white,male,2.2,7.2,other-protestant,7.5,300
2386,20700,1989,1,['was-full'],13,85,57,79,0,['no-one'],['none'],college,white,female,1.5,4.3,other-protestant,1.2,775
2387,50000,1995,2.6,['was-full'],24,74,74,69,4,"['fam-friend', 'religious']",['none'],college,white,female,0,6.5,evangelical-protestant,10,323
2388,75000,1994,6.9,['was-full'],100,100,100,82,10,['no-one'],['lost-smell-taste'],college,white,female,10,5.1,something-else,3.7,18
2389,15000,2001,6.8,"['now-full', 'now-jobless']",29,71,100,100,4,"['fam-friend', 'religious', 'local-gov', 'state-gov', 'fedgov']",['none'],school,black,female,0,6.1,something-else,7.6,703
2390,110000,1971,3.8,['was-full'],100,100,50,100,0,"['fam-friend', 'employer']",['none'],highschool,white,male,4.4,7.6,evangelical-protestant,8,601
2391,481939,2002,5.4,['was-part'],100,100,100,75,0,['fedgov'],['fatigue'],highschool,hispanic-latino,other,8.8,9.7,catholic,1.2,500
2392,50022,1996,8.5,['was-part'],86,89,87,84,1,['other'],['none'],postgrad,white,female,7.6,1.5,nothing-in-particular,8.6,606
2393,12000,1999,9.9,['now-full'],100,100,100,100,0,['no-one'],['none'],college,black,female,3.3,6.7,catholic,6,323
2394,300000,1970,6.5,['was-full'],90,88,86,94,0,"['fam-friend', 'employer', 'state-gov']",['none'],college,white,male,1.9,1.4,atheist,0,803
2395,25000,2001,10,"['now-part', 'was-jobless']",93,94,87,90,1,['state-gov'],"['short-breath', 'headache']",some-college,white,female,0,10,catholic,10,430
2396,30000,1987,10,"['now-full', 'was-full']",100,81,85,83,0,"['fam-friend', 'no-one']",['fatigue'],some-college,hispanic-latino,male,0,3.1,catholic,6.7,785
2397,75000,1999,6.9,"['was-full', 'now-full']",77,76,78,76,0,['fam-friend'],"['short-breath', 'headache', 'sore-throat']",highschool,black,male,6.5,7.8,catholic,6.7,278
2398,100000,1986,4.7,['was-full'],100,-5,72,78,2,['fam-friend'],['headache'],college,hispanic-latino,female,0.2,3.5,catholic,6.4,221
2399,105000,1978,0.2,['was-part'],100,100,100,100,0,['fam-friend'],['none'],college,hispanic-latino,male,0,5.7,evangelical-protestant,9.5,800
2400,170000,1967,0,['now-full'],0,0,0,0,0,['no-one'],['none'],college,white,male,0,10,something-else,5.2,934
2401,110000,1978,2.5,['was-full'],70,100,28,92,2,"['fam-friend', 'employer']",['none'],postgrad,hispanic-latino,female,0,10,something-else,8.7,922
2402,12000,1995,8.5,['was-full'],93,95,77,100,15000,"['state-gov', 'fedgov']",['fatigue'],college,white,female,2.7,4.9,catholic,6.1,113
2403,18000,1988,9.8,['was-jobless'],52,100,100,100,0,['fam-friend'],['headache'],college,white,female,0,5,something-else,5.1,720
2404,70000,1968,9.7,['was-full'],66,100,55,100,0,['employer'],['none'],highschool,white,female,0,6.1,other-protestant,4.6,338
2405,27000,1961,9.7,['now-disabled'],100,100,100,72,0,['fam-friend'],['none'],highschool,white,female,0,8.7,catholic,9.6,327
2406,30000,1997,9.7,['now-disabled'],100,89,98,95,0,['no-one'],['none'],college,white,male,0.3,10,catholic,7.6,212
2407,150000,2000,5,['was-full'],50,53,52,47,0,['fam-friend'],"['headache', 'diarrhea', 'dry-cough']",some-college,black,male,5,4.6,atheist,5,441
2408,80000,1981,5,['was-full'],96,100,56,75,0,"['fam-friend', 'employer']",['none'],some-college,white,female,0.1,5,catholic,10,636
2409,50000,1986,5.5,['was-full'],37,43,50,48,0,['fam-friend'],['none'],college,white,female,3.8,4.6,nothing-in-particular,2,541
2410,45000,1981,8.7,['was-full'],100,100,100,100,2,['fam-friend'],['none'],college,other-mixed,female,0.2,3.1,nothing-in-particular,0,104
2411,50000,2000,9.7,['was-full'],80,91,89,93,0,['employer'],['none'],postgrad,black,male,1,9.4,other-protestant,8.5,995
2412,29000,1979,5.1,"['was-full', 'now-full']",85,85,84,98,0,"['fam-friend', 'religious', 'employer']",['none'],some-college,white,female,4.9,5.5,evangelical-protestant,10,974
2413,60000,1969,8.8,"['was-disabled', 'now-disabled']",100,99,96,90,0,['fam-friend'],"['dry-cough', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat', 'headache']",college,hispanic-latino,female,3.8,2,nothing-in-particular,2.6,967
2414,50000,1991,10,['now-full'],100,71,63,94,0,"['employer', 'fam-friend']","['dry-cough', 'headache', 'fatigue', 'muscle-ache']",some-college,white,female,6.3,8.6,other-protestant,6,170
2415,20000,1972,5.2,['was-full'],100,100,100,94,0,['fam-friend'],['none'],highschool,white,male,0.2,0,nothing-in-particular,0,891
2416,35000,2002,5.7,['now-part'],94,80,96,88,0,['fam-friend'],['none'],some-college,black,female,0.9,3.3,catholic,7.8,200
2417,60000,1944,8.8,['now-retired'],90,88,92,86,0,['fam-friend'],['none'],postgrad,white,female,0.6,5.4,evangelical-protestant,8.2,140
2418,30000,1995,9.5,['now-part'],100,100,100,100,5,['state-gov'],['none'],college,white,female,1.1,4.7,nothing-in-particular,3.2,67
2419,5789,1993,7.3,['was-jobless'],71,8,34,66,4,['fam-friend'],['none'],college,white,female,0,6.9,catholic,7.5,80
2420,150000,1958,6.7,,100,100,100,100,4,"['employer', 'fedgov']",['none'],postgrad,white,female,0,7.3,something-else,10,471
2421,65000,1961,5.1,['was-full'],81,81,83,89,5,"['fam-friend', 'state-gov', 'fedgov', 'local-community', 'employer', 'religious']",['none'],college,white,female,0.7,0.8,something-else,8.4,481
2422,50000,2000,10,"['was-full', 'now-full', 'now-retired', 'was-jobless', 'was-disabled']",100,100,100,100,0,['fam-friend'],['none'],college,black,male,10,0,orthodox,9.9,930
2423,50000,1985,6.5,['was-jobless'],100,84,82,73,0,['fam-friend'],['none'],highschool,hispanic-latino,female,0.2,4.9,nothing-in-particular,4.1,882
2424,10000,1955,9.1,['now-retired'],94,91,96,95,0,['no-one'],"['dry-cough', 'sore-throat', 'lost-smell-taste', 'fever', 'headache']",school,asian,female,0.7,4.9,catholic,9.8,951
2425,55000,1959,6.8,"['now-jobless', 'was-full']",100,100,75,100,0,"['fam-friend', 'local-community', 'private-org']",['none'],college,white,female,0.3,7.6,evangelical-protestant,8.8,431
2426,10000,1996,4.9,['now-full'],78,100,100,100,0,['fam-friend'],['none'],college,black,male,0,4.9,catholic,7.7,462
2427,460000,2000,7.8,"['was-full', 'now-full']",100,100,100,100,24,['no-one'],['none'],some-college,other-mixed,female,0.2,5.2,something-else,10,532
2428,120000,1985,2.3,['was-full'],6,0,0,56,0,['no-one'],['none'],college,white,female,0,4.9,nothing-in-particular,0,371
2429,20000,1981,2.1,"['was-jobless', 'now-full']",17,92,92,68,0,"['fam-friend', 'employer', 'local-gov', 'religious', 'state-gov', 'fedgov', 'local-community']",['none'],some-college,white,female,0.2,7.8,agnostic,6.2,344
2430,65000,1973,7.7,['was-full'],77,79,69,92,0,"['fam-friend', 'fedgov']",['none'],college,white,female,1.1,8.6,something-else,9.2,394
2431,75000,2000,10,['was-full'],46,0,69,100,0,['fam-friend'],['none'],some-college,white,female,2.1,1.4,atheist,0,500
2432,14000,1996,9.4,['was-full'],96,89,100,91,4,['no-one'],['muscle-ache'],highschool,white,female,2.7,5.2,something-else,5.5,317
2433,45000,1973,3.8,['was-full'],98,97,94,92,0,"['fam-friend', 'state-gov']",['none'],some-college,hispanic-latino,female,0,9.8,evangelical-protestant,9.4,853
2434,60000,2001,6.4,['now-full'],100,66,84,100,0,['fam-friend'],['none'],college,black,female,1.2,3.9,catholic,10,452
2435,180000,1978,6.3,['was-full'],81,79,83,100,2,['fam-friend'],['none'],college,white,female,0.9,6.4,something-else,8.1,484
2436,75000,1997,7.8,['now-full'],84,86,84,86,2,['no-one'],"['headache', 'diarrhea']",college,hispanic-latino,female,2.1,7.3,catholic,8.3,326
2437,24000,1973,8.4,['now-jobless'],100,100,100,100,0,['fam-friend'],['none'],highschool,white,female,0.4,10,nothing-in-particular,7.8,475
2438,225000,1976,3.6,"['was-full', 'now-full']",100,93,97,83,1,['no-one'],['none'],postgrad,white,female,0.1,7.1,catholic,3.5,115
2439,31000,1992,10,"['was-full', 'now-full']",100,100,100,79,3,"['fam-friend', 'religious', 'no-one', 'local-community', 'private-org']",['none'],postgrad,white,female,5,5,other-protestant,10,631
2440,90000,2000,10,['was-part'],95,100,100,100,0,"['local-gov', 'fam-friend']",['none'],postgrad,white,female,3.5,3.8,catholic,8.2,900
2441,80000,1986,9.5,['now-jobless'],96,95,96,93,4,['no-one'],['none'],college,asian,female,0,3.9,buddhist,7.3,464
2442,27000,1951,6.7,['now-retired'],84,91,88,86,0,['fam-friend'],['short-breath'],postgrad,black,female,1.1,3,catholic,7.2,799
2443,140000,1963,4.8,['was-full'],93,8,7,6,0,['fam-friend'],['none'],some-college,white,female,0.7,5.3,something-else,9.3,601
2444,19000,1998,4.8,"['was-full', 'now-part']",28,98,83,100,0,['fam-friend'],['none'],highschool,white,male,2.2,4.8,mormon,8.2,895
2445,58000,1999,5.6,['now-jobless'],82,66,67,64,0,['fam-friend'],['none'],highschool,1,male,1.3,5.4,catholic,4,212
2446,25000,1973,8.6,['now-disabled'],96,100,100,100,0,"['fam-friend', 'employer', 'local-gov', 'state-gov', 'fedgov']",['none'],college,white,male,0.7,5.3,catholic,5.2,557
2447,10000,1991,10,['was-full'],100,100,100,100,0,"['fam-friend', 'local-gov']",['none'],college,other-mixed,female,0,6.9,something-else,10,330
2448,82829,1996,3.7,['was-retired'],47,33,59,46,0,['employer'],['diarrhea'],some-college,asian,male,6.3,3.9,muslim,5.9,654
2449,18800,1988,10,['now-full'],97,100,99,100,0,"['employer', 'state-gov', 'religious', 'local-gov']",['none'],some-college,other-mixed,female,0,10,nothing-in-particular,5.1,100
2450,90000,1973,9.2,['now-full'],100,82,100,95,0,"['state-gov', 'local-gov']",['none'],college,white,male,0,5,catholic,6,201
2451,30000,1996,10,['now-full'],97,97,97,100,0,['fam-friend'],['none'],postgrad,white,male,0,8.1,muslim,10,101
2452,15000,1963,7.4,"['was-full', 'now-part']",97,100,100,100,0,['fedgov'],"['dry-cough', 'diarrhea', 'fatigue']",highschool,white,female,3.7,3,nothing-in-particular,3.4,933
2453,80000,1975,6.8,"['was-part', 'now-jobless']",75,100,77,93,20,['fam-friend'],['nasal'],college,white,female,1.6,3.2,other-protestant,5.5,547
2454,250000,1939,7.6,['now-retired'],96,95,95,92,0,['no-one'],['diarrhea'],postgrad,white,male,1.4,2.8,jewish,1.4,105
2455,10000,2000,10,['was-full'],92,92,89,98,8,"['fam-friend', 'employer', 'fedgov', 'state-gov']",['headache'],some-college,hispanic-latino,female,0.6,6.7,catholic,7.7,109
2456,27500,1955,6.3,['was-retired'],50,100,67,66,0,"['fam-friend', 'religious', 'local-community']",['none'],highschool,white,female,0,3.9,nothing-in-particular,6.6,154
2457,49000,2001,5.1,['now-jobless'],96,72,66,57,0,['no-one'],['none'],school,hispanic-latino,male,5,5.1,nothing-in-particular,3.6,212
2458,77000,1999,6.1,['was-full'],100,100,36,63,0,['fam-friend'],['none'],highschool,black,male,0,5,catholic,8.3,352
2459,125000,1982,10,['now-full'],100,100,37,100,0,['fam-friend'],"['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'headache']",college,white,female,5.8,3.8,nothing-in-particular,2.7,402
2460,42500,1972,5.1,"['now-full', 'was-full']",0,100,99,35,0,"['employer', 'fam-friend']",['none'],highschool,white,female,0,4.4,nothing-in-particular,9.6,675
2461,60000,1987,6.6,['now-full'],95,88,93,95,0,"['fam-friend', 'religious', 'state-gov', 'private-org']",['fatigue'],college,white,male,6.1,6.9,something-else,9.7,80
2462,250000,1980,8,['was-full'],79,74,82,79,0,"['fam-friend', 'fedgov']",['headache'],college,white,male,1.6,8.3,jewish,7.2,100
2463,50000,1992,3.1,['was-full'],100,100,99,81,1,['local-community'],['none'],postgrad,black,female,0,3,something-else,10,606
2464,65000,1989,6.1,['was-full'],100,75,76,76,0,"['fam-friend', 'employer']",['none'],postgrad,white,female,0,6.5,something-else,7.3,530
2465,280000,1987,8.1,['was-full'],100,100,100,100,0,['no-one'],['none'],college,white,male,0.1,10,agnostic,0,935
2466,10000,1953,9.8,"['was-retired', 'now-disabled']",100,100,100,100,1,['state-gov'],['none'],highschool,hispanic-latino,female,0,4,something-else,4.5,880
2467,150000,1999,10,['was-full'],100,100,45,100,1,['local-community'],['none'],college,asian,male,0,0,something-else,10,433
2468,56000,1995,9.9,"['was-full', 'now-jobless']",99,100,100,100,5,"['fam-friend', 'fedgov']","['muscle-ache', 'fatigue']",some-college,black,female,5,0.7,catholic,3.5,350
2469,75000,1997,5.7,['now-full'],65,59,58,63,11,['no-one'],['none'],postgrad,white,female,6,6.2,something-else,5.7,278
2470,90000,1975,2.7,['was-full'],38,100,68,100,0,['fam-friend'],['none'],college,white,female,0,2.4,nothing-in-particular,5.8,337
2471,40000,1980,9.8,['was-full'],100,99,100,100,0,['employer'],['fatigue'],college,other-mixed,male,0,0,muslim,10,902
2472,175000,1971,6.2,['was-full'],74,75,88,74,0,['employer'],['none'],college,white,male,7.2,8,catholic,6.7,441
2473,75000,1978,5.8,['was-disabled'],62,100,100,100,0,['fam-friend'],['none'],highschool,white,female,0,5.4,evangelical-protestant,9.9,954
2474,50000,1995,8.3,"['was-full', 'was-part', 'was-disabled']",100,63,42,81,0,"['employer', 'fedgov']","['diarrhea', 'nasal']",college,,female,6.9,3.6,orthodox,7.1,71
2475,42000,1965,5.6,['now-retired'],100,100,80,100,0,['fam-friend'],"['nasal', 'headache']",some-college,white,female,3.5,4.5,mormon,3.8,496
2476,60000,1959,5.1,"['was-full', 'now-full']",80,76,80,77,0,"['fam-friend', 'fedgov', 'local-community', 'religious']",['none'],some-college,white,female,0,2.6,evangelical-protestant,6.8,384
2477,34000,1988,9.6,['was-full'],100,100,100,100,0,"['fam-friend', 'private-org']",['none'],college,asian,male,0.9,10,buddhist,8.1,967
2478,44000,1986,9,['was-full'],47,90,47,90,0,['fam-friend'],['fatigue'],some-college,white,female,4.7,4.6,nothing-in-particular,0.9,973
2479,150000,1995,9.4,"['now-full', 'was-disabled']",96,73,87,56,7,['fam-friend'],['none'],college,asian,male,0.1,4.4,buddhist,5.3,193
2480,105000,1965,5.4,"['was-full', 'now-full']",60,79,28,100,0,['no-one'],['none'],college,white,female,0,6.3,catholic,4,975
2481,12365,1999,2.3,['was-jobless'],100,35,97,38,1,['fam-friend'],"['muscle-ache', 'sore-throat', 'headache']",some-college,hispanic-latino,female,2.6,5.1,catholic,7.1,605
2482,50000,1997,8.2,"['now-part', 'now-disabled']",75,73,100,85,0,"['employer', 'state-gov']","['sore-throat', 'dry-cough', 'muscle-ache', 'nausea-vomit']",some-college,white,male,3.3,6.9,nothing-in-particular,2,957
2483,80000,1994,4.9,['was-jobless'],100,100,100,100,0,['no-one'],['nausea-vomit'],some-college,white,female,0.7,4.8,something-else,4.8,346
2484,32000,1991,7,['now-part'],75,68,64,77,0,['fam-friend'],['none'],some-college,white,female,2.4,3.5,something-else,3.3,10
2485,11500,1968,5.2,['was-disabled'],63,67,62,55,12,"['fam-friend', 'religious', 'state-gov', 'private-org']",['none'],highschool,other-mixed,female,0.1,3.5,something-else,7.4,209
2486,100000,1981,7.1,"['was-full', 'was-part']",76,90,84,83,0,"['fedgov', 'state-gov', 'local-gov', 'private-org', 'local-community']",['none'],highschool,black,male,0,7.9,catholic,7.7,752
2487,250000,1998,7.2,['now-full'],0,100,100,100,1,"['fedgov', 'fam-friend']",['none'],college,hispanic-latino,female,0,5.9,agnostic,0,362
2488,115000,1995,5.5,['was-full'],66,55,42,100,2,"['fam-friend', 'employer']",['nasal'],postgrad,white,female,0,6.4,catholic,6.4,296
2489,65000,1983,0.6,['now-full'],49,51,7,51,0,['religious'],['none'],college,other-mixed,female,0.7,4.8,something-else,10,193
2490,10000,1995,7.7,['now-part'],51,92,19,94,0,"['fam-friend', 'local-gov']","['headache', 'nasal']",some-college,white,female,0.6,0.5,agnostic,0.3,235
2491,85000,1999,4.7,['now-jobless'],45,73,34,51,0,['fam-friend'],['none'],some-college,white,male,0,3.4,catholic,5.2,731
2492,17000,1972,7.4,['now-disabled'],86,84,85,84,4,['fam-friend'],['none'],some-college,white,female,2,4.3,other-protestant,8.9,523
2493,100000,1996,7.3,['was-full'],100,71,96,30,0,"['fam-friend', 'local-gov']",['none'],college,black,male,0,4.5,something-else,10,28
2494,145000,1971,10,['was-full'],100,100,99,97,0,"['religious', 'employer', 'fedgov']",['none'],postgrad,white,male,9.9,10,evangelical-protestant,10,606
2495,12000,1998,10,"['now-part', 'was-jobless', 'was-part']",92,99,99,89,0,['private-org'],"['nasal', 'sore-throat']",postgrad,black,male,9.9,7.7,catholic,7.8,606
2496,100000,1999,8.5,"['was-part', 'now-jobless']",71,27,69,74,0,"['religious', 'state-gov', 'fedgov']","['short-breath', 'diarrhea', 'nasal', 'sore-throat', 'lost-smell-taste', 'nausea-vomit']",some-college,white,male,6.9,8.8,muslim,6.6,100
2497,105000,1974,5.7,"['now-full', 'was-full']",100,100,100,97,0,['fam-friend'],['none'],highschool,black,male,1.8,5.4,something-else,10,191
2498,150000,1975,10,['now-part'],99,80,76,86,0,['fam-friend'],['headache'],postgrad,white,female,0,6.8,evangelical-protestant,7.9,100
2499,75000,1973,9.5,['now-full'],100,99,100,100,0,"['fam-friend', 'religious', 'local-gov', 'state-gov', 'local-community', 'private-org']",['none'],college,black,female,0,4.6,other-protestant,10,331
2500,25000,1989,4.3,['was-disabled'],96,74,84,91,0,"['state-gov', 'fedgov']","['nasal', 'fatigue']",highschool,black,male,1.9,1.1,something-else,9,967
2501,100000,1997,6.3,"['now-retired', 'now-part', 'was-jobless']",23,23,72,26,0,"['local-gov', 'fedgov']",['none'],college,white,male,3.1,2.2,atheist,3.2,982
2502,24000,1980,10,['now-disabled'],100,100,100,100,0,['fam-friend'],['none'],postgrad,white,female,0.1,0,something-else,6.7,347
2503,30030,1989,7.2,"['was-full', 'now-part']",72,98,100,100,0,['fam-friend'],"['dry-cough', 'short-breath', 'muscle-ache', 'fatigue', 'headache']",some-college,hispanic-latino,female,0.4,5.1,nothing-in-particular,2,986
2504,75000,1989,7.6,"['was-full', 'now-full']",82,100,78,100,2,"['fam-friend', 'local-community']","['nasal', 'sore-throat']",college,white,female,1.8,0,other-protestant,6.7,481
2505,100000,1958,8.9,['now-full'],84,77,79,85,1,['fam-friend'],['none'],college,white,male,2.5,7.4,catholic,5.1,124
2506,94857,1990,4.4,['was-jobless'],42,43,43,44,0,['employer'],['short-breath'],some-college,hispanic-latino,male,4.4,5.4,mormon,4.3,331
2507,220000,1999,8.6,"['was-part', 'now-jobless']",99,96,93,100,0,['fam-friend'],['fatigue'],some-college,white,female,0,0.4,atheist,0,928
2508,20000,1987,10,"['was-part', 'now-part']",100,100,100,100,0,['fam-friend'],['none'],some-college,white,female,2,4.1,nothing-in-particular,0.2,773
2509,250000,1979,10,['was-full'],100,100,100,100,1,['fam-friend'],['none'],postgrad,white,male,10,10,catholic,10,321
